# kW(PV)	H2 Cost
# ['Photovoltaic', 'Nominal Power (kW)', 'Value']	
# value	
# [0.5 4. ]	
3.494236616186765065e+00	5.315948088536545768e+00
2.838136382002353741e+00	4.611064215946966804e+00
1.913552842839246537e+00	3.826045736623749693e+00
3.809092492348323589e+00	5.621272785614161549e+00
1.339686979645975384e+00	3.623562188631578085e+00
9.551666714956472681e-01	4.288246366980803082e+00
2.335441100680818227e+00	4.158877949376085681e+00
1.137465253089327888e+00	3.885628064057414566e+00
3.582879125824931066e+00	5.401689206113214681e+00
2.506926836073414933e+00	4.309191015362976884e+00
1.703065388078447207e+00	3.714222844362907949e+00
2.765216934819076933e+00	4.543552399321062474e+00
3.292978965504465005e+00	5.122406787825490859e+00
5.873926943977179072e-01	5.523539374396428947e+00
1.469737682769901799e+00	3.578974192112394093e+00
1.061906106427881635e+00	4.035311290782805038e+00
6.661508377644884682e-01	5.074175942137552298e+00
2.012725608576488412e+00	3.895464966121074735e+00
2.149969651221443900e+00	4.002710740790393906e+00
1.941808541755252415e+00	3.844955224899703872e+00
1.227723848112481253e+00	3.736927112190084888e+00
2.380026675549373749e+00	4.197517766926490701e+00
1.717764806903368857e+00	3.720091973122178874e+00
1.705420374894675906e+00	3.715136750549637323e+00
6.107683342011225314e-01	5.378166572927542077e+00
3.800183963693816835e+00	5.612615830332072342e+00
1.476469141259568740e+00	3.578472875195997105e+00
1.102484383940475432e+00	3.952277424579797582e+00
8.160141951904291702e-01	4.459861967578174990e+00
1.109207146346789852e+00	3.939113991770256895e+00
1.284536945248421880e+00	3.668810495324783094e+00
9.123155407603982248e-01	4.406562318423612901e+00
6.288286606716759763e-01	5.273111049512166026e+00
1.482006347433053595e+00	3.578164828317605739e+00
1.487543553606538893e+00	3.577949311384580611e+00
1.658750490138126255e+00	3.698674047117336272e+00
1.669383712978447898e+00	3.702104030088549713e+00
1.482988723140786558e+00	3.578118130079348536e+00
1.029966622534844500e+00	4.105353055444892263e+00
7.855733981916981357e-01	4.564551856886974512e+00
6.399030730186461291e-01	5.211655952429474326e+00
1.666766062628611600e+00	3.701256557272928127e+00
1.798757935029042576e+00	3.757930347257067094e+00
1.451090721455944976e+00	3.581146169901797460e+00
6.190271301563912143e-01	5.329348326263546376e+00
1.742407027620636262e+00	3.730610014949730768e+00
1.479306917428544699e+00	3.578296093260339372e+00
1.623690961640610331e+00	3.688796680105665082e+00
1.642192030357440435e+00	3.693731507997153329e+00
1.415243035117152992e+00	3.588767000380811645e+00
1.484015321201159310e+00	3.578080969961531466e+00
6.951826563690239880e-01	4.933536125000914652e+00
1.501336218550754387e+00	3.577800782912977873e+00
1.382081956178034865e+00	3.600554045906627643e+00
1.365727006909376318e+00	3.608310225978466512e+00
1.367637771336372321e+00	3.607351827987220982e+00
1.791667627867865598e+00	3.754258176435401939e+00
1.497047024824785133e+00	3.577800754732496813e+00
1.342398548073883369e+00	3.621787061825658682e+00
1.646481224083409689e+00	3.694970264802823312e+00
1.432525838956219433e+00	3.584477929583471223e+00
1.325282178934318100e+00	3.633587010958998054e+00
1.511058719876638534e+00	3.578028263379021023e+00
1.423688916724687115e+00	3.586527528785293129e+00
1.393033986304146987e+00	3.596101881095555175e+00
1.500434676040235393e+00	3.577795389558001471e+00
1.506289113893301002e+00	3.577891581249757813e+00
1.503464847105116631e+00	3.577831964322907954e+00
1.515961140470192037e+00	3.578226703136068387e+00
1.396421637519597247e+00	3.594831931607739062e+00
1.517697286025696535e+00	3.578325874372694670e+00
1.523921823667586883e+00	3.578705876927681384e+00
1.527729982845249079e+00	3.578982049243202734e+00
1.567651369479984513e+00	3.583884326036590462e+00
1.426238486627329882e+00	3.585911222155105271e+00
1.500434676040235393e+00	3.577795389558001471e+00
1.500434686040235333e+00	3.577795389692779882e+00
1.486956834892900758e+00	3.577967494408263782e+00
1.486956844892900698e+00	3.577967494147676675e+00
1.497877452605616444e+00	3.577792492856526341e+00
1.497877462605616383e+00	3.577792492912923006e+00
1.496037497745242639e+00	3.577801920719047679e+00
1.496037507745242578e+00	3.577801920722893048e+00
1.497662973647798657e+00	3.577791334001866552e+00
1.497662983647798596e+00	3.577791334052225380e+00
1.495874103034484870e+00	3.577801890979996902e+00
1.495874113034484809e+00	3.577801890980088828e+00
1.497484706245311603e+00	3.577790478531631901e+00
1.497484716245311542e+00	3.577790478577197231e+00
1.496421708126165928e+00	3.577802251607187234e+00
1.496421718126165867e+00	3.577802251621919893e+00
1.497426337573221744e+00	3.577790213578073697e+00
1.497426347573221683e+00	3.577790213623206483e+00
1.495382717224882807e+00	3.577802194211866738e+00
1.495382727224882746e+00	3.577802194200692121e+00
1.497228407732243305e+00	3.577789386801198290e+00
1.497228417732243244e+00	3.577789386839180352e+00
1.496177076007041196e+00	3.577802003803196573e+00
1.496177086007041135e+00	3.577802003809993803e+00
1.497181278388248327e+00	3.577789208075154548e+00
1.497181288388248266e+00	3.577789208112977182e+00
1.496518504816651607e+00	3.577802407644311788e+00
1.496518514816651546e+00	3.577802407662006967e+00
1.497162616789593503e+00	3.577797368989854565e+00
1.497162626789593443e+00	3.577797369027406305e+00
1.497181251679702729e+00	3.577789207974136243e+00
1.497181261679702668e+00	3.577789208011958877e+00
1.497181225047608644e+00	3.577789207873405264e+00
1.497181235047608583e+00	3.577789207911227898e+00
1.497171920918601185e+00	3.577789172872187340e+00
1.497171930918601124e+00	3.577789172909713322e+00
1.497165780193456142e+00	3.577797380869101929e+00
1.497165790193456081e+00	3.577797380906654112e+00
1.497171920918601185e+00	3.577789172872187340e+00
1.497171930918601124e+00	3.577789172909713322e+00
1.492524216693108530e+00	3.577832716779452138e+00
1.492524226693108469e+00	3.577832716684703485e+00
1.496818163782053901e+00	3.577803080510541189e+00
1.496818173782053840e+00	3.577803080536645641e+00
1.497166659787995568e+00	3.577797384172157535e+00
1.497166669787995508e+00	3.577797384209710607e+00
1.497171918814543812e+00	3.577789172864292322e+00
1.497171928814543751e+00	3.577789172901818304e+00
1.497171916712169315e+00	3.577789172856402633e+00
1.497171926712169254e+00	3.577789172893929059e+00
1.497169288250082442e+00	3.577797394042560697e+00
1.497169298250082381e+00	3.577797394080111548e+00
1.497171916187094887e+00	3.577789172854432653e+00
1.497171926187094826e+00	3.577789172891958636e+00
1.497170181748666673e+00	3.577789166345771932e+00
1.497170191748666612e+00	3.577789166383299690e+00
1.497170181687998092e+00	3.577789166345546334e+00
1.497170191687998031e+00	3.577789166383070540e+00
1.497169592018973816e+00	3.577797395183271778e+00
1.497169602018973755e+00	3.577797395220824406e+00
1.497170181661577670e+00	3.577789166345446414e+00
1.497170191661577610e+00	3.577789166382972841e+00
1.497170181635157915e+00	3.577789166345346494e+00
1.497170191635157854e+00	3.577789166382873809e+00
1.497169886827065755e+00	3.577789165239047886e+00
1.497169896827065694e+00	3.577789165276574312e+00
1.497169692253724982e+00	3.577797395559672911e+00
1.497169702253724921e+00	3.577797395597225538e+00
1.497169886827065755e+00	3.577789165239047886e+00
1.497169896827065694e+00	3.577789165276574312e+00
3.240909915128844521e+00	0.000000000000000000e+00
2.637828949644501098e+00	0.000000000000000000e+00
1.317724846618959056e+00	0.000000000000000000e+00
3.552698628389765911e+00	0.000000000000000000e+00
1.382845303980682949e+00	0.000000000000000000e+00
2.946318810692825529e+00	0.000000000000000000e+00
2.606064007734637311e+00	0.000000000000000000e+00
1.350606742850339437e+00	0.000000000000000000e+00
5.387354230842944514e-01	0.000000000000000000e+00
8.918547070705222790e-01	0.000000000000000000e+00
1.806556243170986287e+00	0.000000000000000000e+00
1.542569492391541175e+00	0.000000000000000000e+00
3.994067396126728564e+00	0.000000000000000000e+00
2.169484108487374385e+00	0.000000000000000000e+00
2.564572795371836023e+00	0.000000000000000000e+00
3.259804495063941765e+00	0.000000000000000000e+00
1.866580252961158148e+00	0.000000000000000000e+00
7.838257989294629136e-01	0.000000000000000000e+00
1.321967778818774697e+00	0.000000000000000000e+00
2.088070867465125158e+00	0.000000000000000000e+00
1.922077512708307401e+00	0.000000000000000000e+00
5.271820558642359433e-01	0.000000000000000000e+00
3.517587923791760218e+00	0.000000000000000000e+00
3.623513789021909126e+00	0.000000000000000000e+00
3.948719846501007158e+00	0.000000000000000000e+00
2.376233556506579525e+00	0.000000000000000000e+00
1.331108152317942661e+00	0.000000000000000000e+00
3.367393280443546022e+00	0.000000000000000000e+00
2.575968843652777451e+00	0.000000000000000000e+00
1.771442035330824227e+00	0.000000000000000000e+00
2.161436376383707003e+00	0.000000000000000000e+00
3.105346261152165166e+00	0.000000000000000000e+00
1.974613353406635241e+00	0.000000000000000000e+00
1.346636386655257311e+00	0.000000000000000000e+00
3.195002626639159793e+00	0.000000000000000000e+00
3.962643735006390333e+00	0.000000000000000000e+00
1.148021200978309508e+00	0.000000000000000000e+00
1.011384767970358922e+00	0.000000000000000000e+00
2.287790275608269752e+00	0.000000000000000000e+00
3.817026181511374627e+00	0.000000000000000000e+00
3.525101912147123873e+00	0.000000000000000000e+00
3.976898084152557189e+00	0.000000000000000000e+00
1.701206261772472361e+00	0.000000000000000000e+00
3.339551403885761438e+00	0.000000000000000000e+00
3.582490579206010217e+00	0.000000000000000000e+00
1.112104761554210786e+00	0.000000000000000000e+00
1.003064897068965733e+00	0.000000000000000000e+00
8.358521703401083913e-01	0.000000000000000000e+00
1.507941635987967821e+00	0.000000000000000000e+00
2.396766427607138539e+00	0.000000000000000000e+00
1.652368381059457381e+00	0.000000000000000000e+00
6.634626669924374998e-01	0.000000000000000000e+00
3.904645780707822311e+00	0.000000000000000000e+00
3.705537151401502971e+00	0.000000000000000000e+00
2.249314917857684115e+00	0.000000000000000000e+00
3.746979748374841268e+00	0.000000000000000000e+00
2.594348398398611089e+00	0.000000000000000000e+00
2.579848689924801430e+00	0.000000000000000000e+00
2.829882296214082604e+00	0.000000000000000000e+00
1.153861246923928441e+00	0.000000000000000000e+00
1.829155903475500278e+00	0.000000000000000000e+00
3.967466101092065767e+00	0.000000000000000000e+00
2.185340116170105595e+00	0.000000000000000000e+00
5.433753910024187173e-01	0.000000000000000000e+00
2.638004508879594479e+00	0.000000000000000000e+00
3.189170191091814210e+00	0.000000000000000000e+00
1.565362941124651464e+00	0.000000000000000000e+00
3.920056728918599021e+00	0.000000000000000000e+00
1.806441798667884679e+00	0.000000000000000000e+00
1.552380877360306499e+00	0.000000000000000000e+00
2.741199051597603020e+00	0.000000000000000000e+00
2.780592061993369057e+00	0.000000000000000000e+00
2.174670096885216175e+00	0.000000000000000000e+00
2.994924509109806010e+00	0.000000000000000000e+00
2.560385637096163958e+00	0.000000000000000000e+00
2.137551361018265261e+00	0.000000000000000000e+00
2.198883904291776936e+00	0.000000000000000000e+00
9.073717462614558915e-01	0.000000000000000000e+00
3.681624996753384060e+00	0.000000000000000000e+00
2.464054254276159650e+00	0.000000000000000000e+00
2.089824683742267375e+00	0.000000000000000000e+00
2.724753394702050802e+00	0.000000000000000000e+00
3.916888615795329542e+00	0.000000000000000000e+00
1.370552924368165115e+00	0.000000000000000000e+00
3.906926433635773410e+00	0.000000000000000000e+00
3.422511945446967907e+00	0.000000000000000000e+00
3.616856401807397425e+00	0.000000000000000000e+00
5.104263667774249225e-01	0.000000000000000000e+00
6.776428882107263796e-01	0.000000000000000000e+00
2.331460616307232669e+00	0.000000000000000000e+00
2.785648513367224410e+00	0.000000000000000000e+00
2.597297598243441197e+00	0.000000000000000000e+00
2.511674058615903871e+00	0.000000000000000000e+00
2.456188777933641987e+00	0.000000000000000000e+00
1.291842387457839081e+00	0.000000000000000000e+00
3.263425231141062977e+00	0.000000000000000000e+00
3.135140886608000610e+00	0.000000000000000000e+00
2.067970659835996372e+00	0.000000000000000000e+00
3.575722931198253463e+00	0.000000000000000000e+00
6.392653983087919212e-01	0.000000000000000000e+00
1.592429771316903997e+00	0.000000000000000000e+00
8.042083254889529353e-01	0.000000000000000000e+00
3.354728122659881073e+00	0.000000000000000000e+00
2.620473486983170730e+00	0.000000000000000000e+00
1.929922977147865204e+00	0.000000000000000000e+00
1.542824748742829044e+00	0.000000000000000000e+00
3.375519861744567862e+00	0.000000000000000000e+00
2.760842094344232223e+00	0.000000000000000000e+00
1.211069169958181924e+00	0.000000000000000000e+00
1.609075026644765760e+00	0.000000000000000000e+00
2.248735259585159962e+00	0.000000000000000000e+00
3.958563882691934044e+00	0.000000000000000000e+00
3.573417973708301165e+00	0.000000000000000000e+00
1.463142670859194583e+00	0.000000000000000000e+00
6.380065220958869299e-01	0.000000000000000000e+00
3.179727533356090152e+00	0.000000000000000000e+00
3.948302236156532530e+00	0.000000000000000000e+00
3.070965382778746644e+00	0.000000000000000000e+00
3.421390525136397187e+00	0.000000000000000000e+00
2.143713235083698709e+00	0.000000000000000000e+00
2.201429688374134219e+00	0.000000000000000000e+00
1.952618153865335771e+00	0.000000000000000000e+00
3.585792387927334346e+00	0.000000000000000000e+00
3.316578990212152966e+00	0.000000000000000000e+00
2.674094214856554963e+00	0.000000000000000000e+00
3.768729074248426958e+00	0.000000000000000000e+00
2.191090272789302240e+00	0.000000000000000000e+00
1.586541056631313396e+00	0.000000000000000000e+00
3.881945286555997576e+00	0.000000000000000000e+00
2.172401354089333214e+00	0.000000000000000000e+00
2.190223307625787985e+00	0.000000000000000000e+00
3.793545776083057763e+00	0.000000000000000000e+00
3.101489029453903257e+00	0.000000000000000000e+00
2.852787118881507489e+00	0.000000000000000000e+00
2.889349181659261134e+00	0.000000000000000000e+00
3.345287633705702923e+00	0.000000000000000000e+00
7.509324836322914809e-01	0.000000000000000000e+00
2.382964912606744257e+00	0.000000000000000000e+00
8.433215577026185183e-01	0.000000000000000000e+00
2.872636085322638255e+00	0.000000000000000000e+00
2.382587610905578135e+00	0.000000000000000000e+00
1.774143956754712148e+00	0.000000000000000000e+00
2.861583530072862924e+00	0.000000000000000000e+00
1.162043039630822783e+00	0.000000000000000000e+00
1.135256958987112430e+00	0.000000000000000000e+00
3.779683812268098908e+00	0.000000000000000000e+00
1.150263691316182557e+00	0.000000000000000000e+00
1.061761766812548080e+00	0.000000000000000000e+00
3.448399116404686993e+00	0.000000000000000000e+00
9.506743420853047688e-01	0.000000000000000000e+00
2.583350653306678790e+00	0.000000000000000000e+00
2.937397614001672874e+00	0.000000000000000000e+00
1.819812278343111656e+00	0.000000000000000000e+00
6.470866876148111402e-01	0.000000000000000000e+00
2.500673585420679412e+00	0.000000000000000000e+00
2.669043309408077214e+00	0.000000000000000000e+00
1.281242092502289154e+00	0.000000000000000000e+00
1.482066621754850377e+00	0.000000000000000000e+00
1.502759100824228256e+00	0.000000000000000000e+00
1.410901102601371804e+00	0.000000000000000000e+00
1.277440279639212362e+00	0.000000000000000000e+00
2.679498045693271546e+00	0.000000000000000000e+00
2.568626763742585695e+00	0.000000000000000000e+00
2.367749224868229696e+00	0.000000000000000000e+00
1.905805675340510819e+00	0.000000000000000000e+00
1.215763468943729109e+00	0.000000000000000000e+00
3.816699326887876609e+00	0.000000000000000000e+00
2.782805579356550929e+00	0.000000000000000000e+00
2.069361146728459389e+00	0.000000000000000000e+00
1.010628790765073726e+00	0.000000000000000000e+00
3.804237587205467896e+00	0.000000000000000000e+00
1.775015861353491875e+00	0.000000000000000000e+00
1.671115148176322673e+00	0.000000000000000000e+00
2.880653759205358266e+00	0.000000000000000000e+00
3.962381926189658454e+00	0.000000000000000000e+00
2.122778394131047186e+00	0.000000000000000000e+00
5.203856970957233541e-01	0.000000000000000000e+00
2.773659226212024098e+00	0.000000000000000000e+00
2.004959514610584748e+00	0.000000000000000000e+00
5.760979650071702540e-01	0.000000000000000000e+00
3.048540492090086040e+00	0.000000000000000000e+00
2.339516770509463939e+00	0.000000000000000000e+00
1.399305788188213384e+00	0.000000000000000000e+00
9.198038346210424265e-01	0.000000000000000000e+00
2.929590667763398493e+00	0.000000000000000000e+00
2.236212017084254100e+00	0.000000000000000000e+00
3.681645343090428124e+00	0.000000000000000000e+00
1.593070233016465220e+00	0.000000000000000000e+00
9.257070570281757949e-01	0.000000000000000000e+00
3.613391654112313223e+00	0.000000000000000000e+00
8.772999717100217199e-01	0.000000000000000000e+00
9.825627306413233786e-01	0.000000000000000000e+00
1.986400275101778190e+00	0.000000000000000000e+00
2.707103181915021750e+00	0.000000000000000000e+00
9.871758153428370486e-01	0.000000000000000000e+00
5.653943253082509557e-01	0.000000000000000000e+00
2.687678573224979939e+00	0.000000000000000000e+00
2.143980857387527195e+00	0.000000000000000000e+00
3.212819317406514497e+00	0.000000000000000000e+00
3.033603097566595963e+00	0.000000000000000000e+00
1.055993168265097593e+00	0.000000000000000000e+00
6.724652236917588732e-01	0.000000000000000000e+00
3.032470924851257799e+00	0.000000000000000000e+00
3.247023277456820178e+00	0.000000000000000000e+00
3.030844148147813222e+00	0.000000000000000000e+00
3.387067964408168930e+00	0.000000000000000000e+00
2.149935556006623116e+00	0.000000000000000000e+00
3.423898708868352792e+00	0.000000000000000000e+00
1.532502701049518024e+00	0.000000000000000000e+00
3.616361496518497365e+00	0.000000000000000000e+00
3.681492324011519823e+00	0.000000000000000000e+00
2.776651688320153077e+00	0.000000000000000000e+00
2.888710157541996004e+00	0.000000000000000000e+00
2.921820744491257393e+00	0.000000000000000000e+00
2.877719938611311701e+00	0.000000000000000000e+00
1.359857940606863824e+00	0.000000000000000000e+00
2.165520796749423660e+00	0.000000000000000000e+00
1.797443831653528168e+00	0.000000000000000000e+00
1.758256095304364441e+00	0.000000000000000000e+00
3.353379103920599569e+00	0.000000000000000000e+00
2.414203109047132756e+00	0.000000000000000000e+00
7.529301003844450779e-01	0.000000000000000000e+00
3.436398137102766981e+00	0.000000000000000000e+00
3.023208391120630445e+00	0.000000000000000000e+00
2.240383532285235457e+00	0.000000000000000000e+00
2.471780986080496234e+00	0.000000000000000000e+00
2.602879512784924465e+00	0.000000000000000000e+00
1.755375189994607066e+00	0.000000000000000000e+00
7.187689739316915905e-01	0.000000000000000000e+00
